step,agent_id,attention,destination,emissions_total_g,location,modal_share,mode,performance,stress,t,working_memory
224,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,224,0.0
224,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,224,0.0311
224,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,224,0.0
224,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,224,0.0
224,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
225,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,225,0.0291
225,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,225,0.0705
225,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,225,0.0
225,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,225,0.0
225,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,225,0.0646
225,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,225,0.0
225,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,225,0.0494
225,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,225,0.0086
225,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,225,0.0
225,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,225,0.0533
225,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,225,0.0
225,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,225,0.0
225,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
226,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,226,0.0419
226,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,226,0.0649
226,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,226,0.0171
226,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,226,0.0088
226,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,226,0.0836
226,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,226,0.0
226,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,226,0.0235
226,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,226,0.0098
226,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,226,0.0
226,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,226,0.0
226,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,226,0.0277
226,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,226,0.0
226,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
227,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,227,0.001
227,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,227,0.0334
227,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,227,0.0261
227,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,227,0.005
227,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,227,0.0127
227,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,227,0.0
227,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,227,0.0219
227,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,227,0.0107
227,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,227,0.0332
227,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,227,0.0239
227,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,227,0.0
227,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,227,0.0384
227,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
228,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,228,0.0144
228,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,228,0.0082
228,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,228,0.0246
228,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,228,0.0106
228,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,228,0.0
228,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,228,0.0353
228,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,228,0.056
228,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,228,0.0553
228,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,228,0.0283
228,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,228,0.0
228,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,228,0.0153
228,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,228,0.053
228,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
229,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,229,0.0108
229,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,229,0.0073
229,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,229,0.0632
229,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,229,0.0085
229,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,229,0.0
229,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,229,0.0085
229,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,229,0.0659
229,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,229,0.073
229,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,229,0.0
229,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,229,0.0
229,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,229,0.0
229,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,229,0.0545
229,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
230,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,230,0.0
230,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,230,0.0
230,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,230,0.0627
230,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,230,0.0
230,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,230,0.0249
230,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,230,0.0
230,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,230,0.0138
230,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,230,0.0678
230,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,230,0.0
230,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,230,0.0
230,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,230,0.0378
230,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,230,0.0722
230,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
231,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,231,0.0
231,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,231,0.0
231,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,231,0.0721
231,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,231,0.0034
231,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,231,0.0
231,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,231,0.0
231,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,231,0.0366
231,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,231,0.0214
231,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,231,0.0279
231,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,231,0.0
231,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,231,0.0605
231,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,231,0.0634
231,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
232,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,232,0.0
232,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,232,0.0129
232,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,232,0.0162
232,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,232,0.0478
232,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,232,0.0
232,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,232,0.0176
232,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,232,0.055
232,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,232,0.0296
232,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,232,0.0162
232,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,232,0.0
232,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,232,0.0
232,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,232,0.016
232,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
233,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,233,0.0
233,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,233,0.0065
233,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,233,0.0157
233,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,233,0.0679
233,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,233,0.0
233,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,233,0.0581
233,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,233,0.0632
233,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,233,0.0046
233,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,233,0.0232
233,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,233,0.0018
233,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,233,0.0
233,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,233,0.0558
233,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
234,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,234,0.0194
234,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,234,0.0
234,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,234,0.0339
234,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,234,0.0802
234,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,234,0.0451
234,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,234,0.0072
234,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,234,0.0292
234,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,234,0.0
234,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,234,0.0
234,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,234,0.0
234,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,234,0.0416
234,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,234,0.0718
234,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
235,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,235,0.0
235,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,235,0.0
235,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,235,0.0
235,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,235,0.0821
235,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,235,0.0125
235,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,235,0.0
235,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,235,0.0
235,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,235,0.0
235,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,235,0.0
235,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,235,0.0
235,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,235,0.0
235,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,235,0.0921
235,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
236,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,236,0.0043
236,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,236,0.0
236,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,236,0.0167
236,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,236,0.0847
236,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,236,0.0
236,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,236,0.0078
236,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,236,0.0
236,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,236,0.0
236,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,236,0.0328
236,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,236,0.0232
236,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,236,0.038
236,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,236,0.0945
236,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
237,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,237,0.0
237,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,237,0.049
237,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,237,0.0
237,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,237,0.0333
237,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,237,0.0489
237,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,237,0.032
237,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,237,0.0
237,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,237,0.0
237,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,237,0.0
237,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,237,0.0141
237,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,237,0.0262
237,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,237,0.0398
237,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
238,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,238,0.0405
238,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,238,0.0
238,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,238,0.0153
238,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,238,0.0053
238,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,238,0.0652
238,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,238,0.0434
238,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,238,0.0
238,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,238,0.0
238,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,238,0.0113
238,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,238,0.0493
238,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,238,0.0353
238,agent_12,0.0,"(1.8726081591124166, 0.1592065337055093)",,"(1.8726081591124166, 0.1592065337055093)",,bike,0.0,0.6,238,0.0496
238,,,,0.0,,"{'walk': 4, 'bike': 8}",,,,,
239,agent_1,0.0,"(2.0362088183519917, 0.5385011746921953)",,"(2.0362088183519917, 0.5385011746921953)",,walk,0.0,0.6,239,0.0438
239,agent_2,0.0,"(2.6810102001696343, 1.660988492548399)",,"(2.6810102001696343, 1.660988492548399)",,bike,0.0,0.6,239,0.0
239,agent_3,0.0,"(1.6860832855463777, 1.6689819731447764)",,"(1.6860832855463777, 1.6689819731447764)",,bike,0.0,0.6,239,0.0287
239,agent_4,0.0,"(2.1813789670760917, 0.43806749875211437)",,"(2.1813789670760917, 0.43806749875211437)",,walk,0.0,0.6,239,0.0367
239,agent_5,0.0,"(1.5772948686793165, 2.2416085415347187)",,"(1.5772948686793165, 2.2416085415347187)",,bike,0.0,0.6,239,0.0306
239,agent_6,0.0,"(0.7108753221575054, 3.9503592217940082)",,"(0.7108753221575054, 3.9503592217940082)",,bike,0.0,0.6,239,0.0402
239,agent_7,0.0,"(2.8670404284046356, 1.3266085263078164)",,"(2.8670404284046356, 1.3266085263078164)",,walk,0.0,0.6,239,0.0
239,agent_8,0.0,"(1.7173107907798228, 4.007482956460165)",,"(1.7173107907798228, 4.007482956460165)",,bike,0.0,0.6,239,0.0
239,agent_9,0.0,"(2.635374760807083, 4.046692623219024)",,"(2.635374760807083, 4.046692623219024)",,bike,0.0,0.6,239,0.0396
239,agent_10,0.0,"(3.846395449569619, 2.563760669320325)",,"(3.846395449569619, 2.563760669320325)",,walk,0.0,0.6,239,0.0579
239,agent_11,0.0,"(3.333288155365905, 4.450492852684512)",,"(3.333288155365905, 4.450492852684512)",,bike,0.0,0.6,239,0.0467
